Test,Typ,Tid_ms,AntalProdukter
821,"Sökning: IKEA",100,408
822,"Kategori: Kläder",164,392
823,"Kategori: Elektronik",133,399
824,"Kategori: Kläder",169,392
825,"Sökning: Samsung",107,392
826,"Sortering: price-desc",167,392
827,"Sortering: Standard",133,392
828,"Sortering: price-asc",162,392
829,"Sortering: price-desc",133,392
830,"Sökning: LG",102,392
831,"Sökning: Sony",103,392
832,"Kategori: Leksaker",160,397
833,"Sortering: name",142,397
834,"Sökning: Nike",102,397
835,"Sortering: price-asc",164,397
836,"Kategori: Elektronik",137,399
837,"Sortering: name",158,399
838,"Sökning: LG",101,399
839,"Sortering: name",159,399
840,"Sökning: Samsung",107,399
841,"Kategori: Sport",164,404
842,"Kategori: Leksaker",152,397
843,"Sökning: Elektronik",101,397
844,"Sortering: Standard",163,397
845,"Sökning: Sport",116,397
846,"Sortering: name",175,397
847,"Kategori: Leksaker",134,397
848,"Sökning: Sport",102,397
849,"Kategori: Elektronik",169,399
850,"Kategori: Alla",177,2000
851,"Sökning: Sport",114,2000
852,"Kategori: Hem & Trädgård",258,408
853,"Sökning: H&M",114,408
854,"Sortering: name",152,408
855,"Sökning: Sony",104,408
856,"Sortering: Standard",178,408
857,"Sökning: IKEA",105,408
858,"Sökning: Samsung",104,408
859,"Sortering: name",168,408
860,"Sortering: name",126,408
861,"Sortering: name",106,408
862,"Sökning: Sport",106,408
863,"Sortering: name",105,408
864,"Sortering: name",101,408
865,"Sortering: Standard",169,408
866,"Kategori: Leksaker",130,397
867,"Kategori: Kläder",159,392
868,"Kategori: Hem & Trädgård",135,408
869,"Sortering: price-asc",164,408
870,"Sökning: Samsung",106,408
871,"Sortering: name",165,408
872,"Sökning: Nike",111,408
873,"Sökning: IKEA",111,408
874,"Kategori: Alla",272,2000
875,"Sortering: price-asc",186,2000
876,"Kategori: Sport",261,404
877,"Sökning: Apple",107,404
878,"Kategori: Leksaker",179,397
879,"Sökning: Elektronik",109,397
880,"Sortering: price-asc",162,397
881,"Sortering: price-asc",100,397
882,"Kategori: Kläder",165,392
883,"Sortering: Standard",143,392
884,"Sortering: Standard",169,392
885,"Sortering: name",157,392
886,"Kategori: Sport",159,404
887,"Sortering: price-desc",136,404
888,"Sökning: Nike",101,404
889,"Sortering: name",167,404
890,"Sortering: Standard",139,404
891,"Sortering: price-asc",164,404
892,"Sökning: IKEA",115,404
893,"Kategori: Leksaker",160,397
894,"Sortering: name",144,397
895,"Sökning: LG",111,397
896,"Sökning: LG",113,397
897,"Sökning: Apple",103,397
898,"Kategori: Sport",172,404
899,"Sortering: Standard",133,404
900,"Sökning: Nike",108,404
901,"Kategori: Elektronik",164,399
902,"Sortering: name",140,399
903,"Sortering: price-asc",167,399
904,"Sortering: price-desc",132,399
905,"Sortering: price-desc",159,399
906,"Kategori: Hem & Trädgård",161,408
907,"Sökning: Nike",100,408
908,"Sortering: price-desc",159,408
909,"Sortering: Standard",153,408
910,"Kategori: Elektronik",155,399
911,"Sortering: Standard",128,399
912,"Sortering: price-desc",162,399
913,"Kategori: Sport",136,404
914,"Kategori: Leksaker",167,397
915,"Sökning: Samsung",112,397
916,"Sökning: Adidas",104,397
917,"Sökning: Elektronik",101,397
918,"Sortering: Standard",164,397
919,"Sortering: Standard",126,397
920,"Sökning: Apple",108,397
921,"Sökning: Sony",106,397
922,"Sökning: Sony",106,397
923,"Sortering: price-asc",159,397
924,"Sökning: Samsung",116,397
925,"Kategori: Sport",162,404
926,"Sökning: H&M",103,404
927,"Sortering: name",160,404
928,"Sortering: price-desc",142,404
929,"Sökning: IKEA",103,404
930,"Sökning: H&M",102,404
931,"Sökning: Elektronik",100,404
932,"Sökning: Sony",101,404
933,"Sortering: Standard",160,404
934,"Sortering: price-desc",136,404
935,"Sökning: Adidas",106,404
936,"Kategori: Sport",162,404
937,"Kategori: Elektronik",165,399
938,"Sökning: Adidas",108,399
939,"Sökning: LG",110,399
940,"Sökning: Sport",162,399
941,"Sökning: Sport",110,399
942,"Kategori: Sport",178,404
943,"Kategori: Sport",127,404
944,"Sortering: name",157,404
945,"Sökning: H&M",114,404
946,"Sortering: price-asc",164,404
947,"Kategori: Sport",125,404
948,"Kategori: Kläder",160,392
949,"Sortering: price-desc",133,392
950,"Kategori: Leksaker",163,397
951,"Sökning: Samsung",103,397
952,"Sortering: Standard",161,397
953,"Kategori: Leksaker",137,397
954,"Sortering: price-asc",163,397
955,"Sökning: H&M",112,397
956,"Kategori: Hem & Trädgård",165,408
957,"Sortering: name",134,408
958,"Sökning: H&M",103,408
959,"Kategori: Hem & Trädgård",169,408
960,"Sortering: name",105,408
961,"Sortering: price-asc",164,408
962,"Sortering: name",132,408
963,"Sortering: name",165,408
964,"Sortering: name",102,408
965,"Sortering: price-asc",161,408
966,"Kategori: Elektronik",133,399
967,"Kategori: Hem & Trädgård",165,408
968,"Kategori: Sport",148,404
969,"Kategori: Hem & Trädgård",160,408
970,"Sortering: Standard",128,408
971,"Sökning: Samsung",115,408
972,"Sortering: price-desc",167,408
973,"Sökning: Nike",112,408
974,"Sökning: Samsung",114,408
975,"Kategori: Leksaker",163,397
976,"Sökning: H&M",114,397
977,"Sortering: price-asc",165,397
978,"Sökning: Sport",111,397
979,"Sortering: Standard",163,397
980,"Sökning: Samsung",105,397
981,"Sortering: price-desc",157,397
982,"Kategori: Elektronik",132,399
983,"Sortering: price-desc",149,399
984,"Sökning: Samsung",102,399
985,"Kategori: Elektronik",103,399
986,"Kategori: Elektronik",101,399
987,"Sortering: price-asc",164,399
988,"Kategori: Sport",134,404
989,"Sökning: Apple",106,404
990,"Sortering: Standard",164,404
991,"Kategori: Elektronik",133,399
992,"Sortering: Standard",167,399
993,"Sökning: Nike",102,399
994,"Sortering: Standard",105,399
995,"Sortering: price-desc",167,399
996,"Sökning: Apple",105,399
997,"Kategori: Sport",156,404
998,"Kategori: Leksaker",128,397
999,"Sökning: Elektronik",102,397
1000,"Sökning: Apple",108,397
