Test,Typ,Tid_ms,AntalProdukter
819,"Sortering: price-desc",129,2000
820,"Kategori: Alla",126,2000
821,"Kategori: Hem & Trädgård",116,408
822,"Kategori: Alla",126,2000
823,"Sökning: Elektronik",111,399
824,"Sökning: Apple",109,223
825,"Sökning: IKEA",111,241
826,"Sökning: H&M",116,238
827,"Sortering: price-desc",116,2000
828,"Kategori: Kläder",112,392
829,"Sortering: Standard",128,2000
830,"Kategori: Sport",112,404
831,"Sökning: Adidas",114,277
832,"Kategori: Alla",127,2000
833,"Sortering: price-desc",123,2000
834,"Sortering: name",124,2000
835,"Kategori: Kläder",108,392
836,"Sökning: Apple",111,223
837,"Sökning: Nike",111,261
838,"Kategori: Alla",127,2000
839,"Sökning: Apple",115,223
840,"Kategori: Sport",108,404
841,"Sortering: name",128,2000
842,"Sortering: name",126,2000
843,"Sökning: Samsung",115,245
844,"Kategori: Sport",110,404
845,"Kategori: Hem & Trädgård",119,408
846,"Sökning: Sport",112,404
847,"Sortering: price-desc",127,2000
848,"Kategori: Sport",114,404
849,"Kategori: Kläder",114,392
850,"Kategori: Hem & Trädgård",116,408
851,"Sortering: price-desc",114,2000
852,"Sortering: name",116,2000
853,"Sortering: name",127,2000
854,"Kategori: Elektronik",114,399
855,"Kategori: Leksaker",115,397
856,"Sortering: price-desc",125,2000
857,"Sökning: Sony",113,267
858,"Sökning: Sport",115,404
859,"Sortering: name",125,2000
860,"Sökning: H&M",110,238
861,"Sortering: price-desc",118,2000
862,"Sökning: IKEA",114,241
863,"Sortering: price-asc",115,2000
864,"Sökning: IKEA",111,241
865,"Sortering: Standard",118,2000
866,"Sortering: name",125,2000
867,"Sökning: LG",114,248
868,"Kategori: Leksaker",109,397
869,"Sökning: LG",109,248
870,"Sortering: price-asc",123,2000
871,"Kategori: Alla",125,2000
872,"Sortering: price-asc",124,2000
873,"Kategori: Elektronik",112,399
874,"Kategori: Hem & Trädgård",114,408
875,"Sökning: Apple",114,223
876,"Sökning: Nike",114,261
877,"Sortering: Standard",127,2000
878,"Kategori: Hem & Trädgård",111,408
879,"Sökning: Nike",115,261
880,"Sortering: price-desc",126,2000
881,"Sortering: Standard",123,2000
882,"Sökning: Sport",111,404
883,"Sökning: Elektronik",110,399
884,"Sökning: H&M",121,238
885,"Kategori: Elektronik",114,399
886,"Sökning: Adidas",108,277
887,"Sökning: Sport",117,404
888,"Kategori: Hem & Trädgård",110,408
889,"Sökning: LG",107,248
890,"Sortering: price-desc",128,2000
891,"Sökning: IKEA",111,241
892,"Sortering: price-desc",125,2000
893,"Kategori: Elektronik",111,399
894,"Sortering: price-asc",123,2000
895,"Sortering: name",131,2000
896,"Kategori: Kläder",123,392
897,"Sökning: IKEA",115,241
898,"Sortering: price-asc",128,2000
899,"Sortering: price-asc",121,2000
900,"Kategori: Leksaker",110,397
901,"Sökning: Samsung",112,245
902,"Kategori: Sport",114,404
903,"Sökning: IKEA",111,241
904,"Sortering: price-desc",128,2000
905,"Sortering: name",118,2000
906,"Sökning: Samsung",109,245
907,"Kategori: Alla",125,2000
908,"Sortering: price-asc",126,2000
909,"Sortering: price-asc",121,2000
910,"Sökning: Adidas",118,277
911,"Sortering: price-desc",125,2000
912,"Sortering: Standard",126,2000
913,"Kategori: Alla",126,2000
914,"Sökning: Samsung",113,245
915,"Kategori: Hem & Trädgård",118,408
916,"Sökning: Samsung",116,245
917,"Sökning: Sport",112,404
918,"Kategori: Sport",112,404
919,"Kategori: Sport",115,404
920,"Sökning: H&M",117,238
921,"Sortering: Standard",125,2000
922,"Sökning: Nike",111,261
923,"Sökning: Samsung",111,245
924,"Kategori: Leksaker",112,397
925,"Sökning: LG",110,248
926,"Kategori: Hem & Trädgård",114,408
927,"Sökning: Elektronik",115,399
928,"Kategori: Alla",126,2000
929,"Sortering: price-asc",122,2000
930,"Sökning: Sport",115,404
931,"Kategori: Leksaker",112,397
932,"Kategori: Alla",117,2000
933,"Sökning: Samsung",113,245
934,"Kategori: Kläder",110,392
935,"Kategori: Leksaker",110,397
936,"Kategori: Leksaker",113,397
937,"Kategori: Alla",117,2000
938,"Sökning: Sony",114,267
939,"Sökning: Samsung",108,245
940,"Sökning: Sony",112,267
941,"Kategori: Hem & Trädgård",117,408
942,"Sökning: Adidas",114,277
943,"Kategori: Elektronik",109,399
944,"Sökning: Samsung",113,245
945,"Kategori: Elektronik",111,399
946,"Sökning: Adidas",115,277
947,"Sökning: Elektronik",112,399
948,"Sökning: Samsung",112,245
949,"Sökning: Sport",111,404
950,"Sökning: Samsung",114,245
951,"Kategori: Kläder",111,392
952,"Sortering: price-asc",121,2000
953,"Sökning: Samsung",116,245
954,"Sökning: Samsung",117,245
955,"Sökning: Adidas",112,277
956,"Kategori: Elektronik",111,399
957,"Kategori: Kläder",112,392
958,"Sökning: Sport",115,404
959,"Sökning: Samsung",109,245
960,"Sökning: Elektronik",115,399
961,"Sortering: price-asc",119,2000
962,"Kategori: Sport",113,404
963,"Kategori: Hem & Trädgård",112,408
964,"Kategori: Kläder",111,392
965,"Sortering: price-asc",118,2000
966,"Sökning: Samsung",113,245
967,"Sökning: H&M",113,238
968,"Sökning: Samsung",115,245
969,"Sökning: Samsung",110,245
970,"Kategori: Sport",110,404
971,"Kategori: Sport",110,404
972,"Kategori: Kläder",122,392
973,"Sortering: Standard",124,2000
974,"Sökning: Elektronik",110,399
975,"Sortering: name",127,2000
976,"Kategori: Sport",110,404
977,"Kategori: Elektronik",124,399
978,"Sortering: price-asc",120,2000
979,"Kategori: Alla",129,2000
980,"Kategori: Alla",127,2000
981,"Kategori: Leksaker",118,397
982,"Kategori: Hem & Trädgård",121,408
983,"Sökning: Sony",106,267
984,"Sortering: price-desc",127,2000
985,"Sökning: Elektronik",118,399
986,"Kategori: Elektronik",107,399
987,"Kategori: Alla",118,2000
988,"Sortering: name",122,2000
989,"Kategori: Elektronik",114,399
990,"Kategori: Kläder",112,392
991,"Kategori: Hem & Trädgård",113,408
992,"Sökning: Nike",119,261
993,"Sortering: price-desc",116,2000
994,"Sortering: name",132,2000
995,"Sortering: price-desc",130,2000
996,"Kategori: Hem & Trädgård",113,408
997,"Sortering: price-desc",117,2000
998,"Kategori: Kläder",117,392
999,"Sortering: Standard",125,2000
1000,"Sortering: Standard",124,2000
